distribution,MC,B,n,z,x_F,mu,gamma,frac_theta,frac_gamma,theta_hat,gamma_hat,s_hat,mean_rt,coverage_theta_t,mean_cl_theta_t,mean_cu_theta_t,coverage_gamma_t,mean_cl_gamma_t,mean_cu_gamma_t,coverage_s_t,mean_cl_s_t,mean_cu_s_t,mean_dL,coverage_theta_d,mean_cl_theta_d,mean_cu_theta_d,coverage_gamma_d,mean_cl_gamma_d,mean_cu_gamma_d,coverage_s_d,mean_cl_s_d,mean_cu_s_d
ARC,1000,199,15000,0.2,45,20,-0.3,0.09499999999999992,0.05,0.3137584269662922,-0.31097872901662926,0.009902872116359089,2.756,0.0,0.26080884831460677,0.41562650983146066,0.901,-0.3587651376140345,-0.2491236298714303,0.0,0.0075609961144467285,0.011353704135788236,12.46,0.0,0.2617355688202248,0.4157455056179775,0.906,-0.3581990376803433,-0.24937084124773037,0.0,0.007557804750928249,0.011349229936684517
ARC,1000,199,15000,0.2,45,20,-0.3,0.09599999999999992,0.05,0.30559972202918695,-0.31151623409359963,0.009996678055622354,2.853,0.0,0.25391202223766507,0.4031298471160528,0.904,-0.35893343601077415,-0.24972562831152675,0.0,0.0076990904325006946,0.011464746898788736,12.653,0.0,0.25447199444058377,0.4028111535788742,0.889,-0.3588315697222042,-0.24989942223500028,0.0,0.007681937095120091,0.011452843597072753
ARC,1000,199,15000,0.2,45,20,-0.3,0.09699999999999992,0.05,0.309178129298487,-0.3110620238726631,0.009992178931964961,2.793,0.0,0.2578069119669877,0.40786454607977995,0.894,-0.35871064614139914,-0.2485308605393014,0.0,0.007686520838341394,0.011454779985644961,12.368,0.0,0.2586363480055021,0.408616712517194,0.895,-0.35863914404743,-0.2483893161877799,0.0,0.007654334323315648,0.011452638263666765
ARC,1000,199,15000,0.2,45,20,-0.3,0.09799999999999992,0.05,0.30246766507828454,-0.3106515184004801,0.01004331008961475,2.876,0.0,0.25244424778761065,0.4006432607215793,0.885,-0.3581676199132532,-0.24863740435624707,0.0,0.007706426316029201,0.011508604789174665,12.526,0.0,0.25313607896528256,0.4015841388699796,0.884,-0.35811123846583964,-0.24886647278180424,0.0,0.007712269532860308,0.011497634955432687
ARC,1000,199,15000,0.2,45,20,-0.3,0.09899999999999992,0.05,0.298411051212938,-0.3104948481492621,0.010123076759662586,2.914,0.0,0.24903099730458225,0.39484524932614556,0.902,-0.3579159118220387,-0.24806093482979105,0.0,0.007823098437474033,0.011582934015006104,12.582,0.0,0.24990535714285722,0.39416644204851753,0.898,-0.3579214391206474,-0.24788524223592268,0.0,0.007804484724233647,0.011577621713400892
ARC,1000,199,15000,0.2,45,20,-0.3,0.09999999999999992,0.05,0.28994462975316876,-0.3128583567752614,0.010238110319228614,3.032,0.0,0.24002011340893933,0.3826963975983989,0.883,-0.36019871204395304,-0.2508500770913656,0.0,0.007955047836392152,0.011718814675610043,12.808,0.0,0.24099629753168783,0.38258372248165445,0.875,-0.3600709484734079,-0.25090517221592223,0.0,0.007947999254035103,0.011721336614147993
ARC,1000,199,5000,0.5,45,20,-0.3,0.01,0.05,0.49438,-0.3431227726436649,0.0073873461709105135,1.589,0.901,0.3321070000000001,0.589617,0.864,-0.43689599467393253,-0.1885651171239165,0.856,0.0035841097991629817,0.010763908528137165,2.0,0.886,0.34822800000000015,0.609717,0.859,-0.43169966534713056,-0.18110141397993096,0.866,0.002602231322524238,0.010759771110448109
ARC,1000,199,5000,0.5,45,20,-0.3,0.011,0.05,0.49525454545454545,-0.3443245291843274,0.007474903924182991,1.538,0.899,0.3389527272727273,0.5845263636363636,0.882,-0.4396850392939406,-0.1890924700417522,0.857,0.003834887505206619,0.010833008801252795,2.0,0.881,0.35687636363636377,0.6081872727272727,0.88,-0.43418813148817487,-0.17901709182074216,0.87,0.0026381511390736233,0.010858787459569825
ARC,1000,199,5000,0.5,45,20,-0.3,0.011999999999999999,0.05,0.49774576271186444,-0.34250241564449113,0.00734235883488877,1.533,0.896,0.347013559322034,0.5835330508474577,0.881,-0.4386932542558015,-0.19098789354416146,0.848,0.0037651754114896184,0.010633482027344376,2.0,0.865,0.36445254237288144,0.6056737288135594,0.879,-0.4321431585752299,-0.1801484825649707,0.855,0.0026131852199404453,0.010640000837704292
ARC,1000,199,5000,0.5,45,20,-0.3,0.012999999999999998,0.05,0.49540625,-0.34059924311954953,0.0074319463917948666,1.588,0.919,0.35339296875000015,0.582509375,0.872,-0.436675984349893,-0.18782528022212563,0.856,0.003619658076124689,0.010713505617721438,2.0,0.897,0.36826171875000013,0.60135546875,0.863,-0.4309962761977017,-0.17568181700661928,0.864,0.00260792143430242,0.010756374029029327
ARC,1000,199,5000,0.5,45,20,-0.3,0.013999999999999997,0.05,0.494768115942029,-0.3416288139701084,0.007467784239468333,1.526,0.897,0.35512318840579715,0.5753956521739131,0.88,-0.43985257328351074,-0.1928133163803617,0.844,0.003963978661994371,0.01071904296741851,2.0,0.87,0.37127753623188414,0.596390579710145,0.877,-0.43356740202649724,-0.17934115650079072,0.872,0.002773427272330004,0.010789076404528131
ARC,1000,199,5000,0.5,45,20,-0.3,0.014999999999999996,0.05,0.49364864864864866,-0.3463451933793598,0.00748558603142901,1.598,0.914,0.36230202702702713,0.5760128378378379,0.894,-0.4441605155985203,-0.19549168783570384,0.851,0.0037040204886132307,0.010736516534033328,2.0,0.882,0.37587972972972983,0.5925067567567568,0.886,-0.4388976205471752,-0.18433603018134267,0.863,0.0027510351847454652,0.010790085921493222
ARC,1000,199,5000,0.5,45,20,-0.3,0.015999999999999993,0.05,0.4927088607594936,-0.34190536256687987,0.007486763945946367,1.549,0.915,0.36292848101265834,0.5707481012658226,0.888,-0.4400277642226424,-0.19274712573368907,0.861,0.0038303946090227216,0.010700739945637795,2.0,0.884,0.37813734177215197,0.5896126582278481,0.892,-0.4354552825958314,-0.17836075550790895,0.876,0.002727738226550227,0.010796022562488872
ARC,1000,199,5000,0.5,45,20,-0.3,0.016999999999999994,0.05,0.4923690476190476,-0.3458294891191632,0.007456580803090581,1.583,0.916,0.36779702380952384,0.5693119047619047,0.868,-0.44434469054095505,-0.19776208466925366,0.856,0.00379816308821341,0.010645453707814783,2.0,0.888,0.38219166666666676,0.5856482142857143,0.862,-0.4394099198531833,-0.18577745999252976,0.879,0.002835671996341557,0.010724148429588859
ARC,1000,199,5000,0.5,45,20,-0.3,0.017999999999999995,0.05,0.49040449438202244,-0.3443388165284223,0.007501628972302779,1.574,0.91,0.369744382022472,0.5647550561797753,0.896,-0.4432597393476126,-0.1964016708726211,0.874,0.0039020328530336252,0.010664034654054277,2.0,0.894,0.3837573033707866,0.5806983146067416,0.893,-0.4380742921062077,-0.18245978161612408,0.892,0.00286680116114074,0.010764798301304923
ARC,1000,199,5000,0.5,45,20,-0.3,0.018999999999999993,0.05,0.49041489361702123,-0.34138391363377996,0.007567500562494992,1.611,0.911,0.3739627659574469,0.565845744680851,0.867,-0.4406454227647296,-0.19161519416595402,0.853,0.0037676743562285843,0.0107674964352118,2.0,0.897,0.3861797872340426,0.5814356382978723,0.873,-0.4356990506446328,-0.17942608111786196,0.874,0.002840602389227372,0.010843599993586136
ARC,1000,199,5000,0.5,45,20,-0.3,0.01999999999999999,0.05,0.4891616161616162,-0.3435577982656557,0.007535360254581414,1.585,0.884,0.37398484848484853,0.560690404040404,0.896,-0.44350543487078375,-0.19748353222022988,0.85,0.0038746222734093714,0.010715421193327152,2.0,0.869,0.38684393939393946,0.5766176767676768,0.905,-0.43823004053623577,-0.18439539175165173,0.879,0.0028795987702719046,0.010797285324414018
ARC,1000,199,5000,0.5,45,20,-0.3,0.02099999999999999,0.05,0.4902596153846154,-0.34464405420533484,0.007484045279446247,1.618,0.912,0.3793201923076924,0.5612139423076924,0.885,-0.44407703957481764,-0.1966183438991062,0.873,0.003778498259241633,0.010618583001074185,2.0,0.907,0.3912581730769231,0.5749711538461538,0.89,-0.43961803576586056,-0.18307940692906371,0.895,0.0028939602100463003,0.010718100505866862
ARC,1000,199,5000,0.5,45,20,-0.3,0.021999999999999992,0.05,0.4863761467889908,-0.3405378272627328,0.007712274424999482,1.594,0.884,0.37630871559633033,0.5560055045871559,0.868,-0.44037547760135737,-0.1908236322421411,0.88,0.003966713732226637,0.01091384730629877,2.0,0.872,0.3889894495412845,0.5704032110091743,0.872,-0.4367275184267579,-0.1756134854990651,0.902,0.0030096811500061353,0.011056088522836748
ARC,1000,199,5000,0.5,45,20,-0.3,0.02299999999999999,0.05,0.4889824561403509,-0.3413733738951868,0.007511526987880626,1.626,0.909,0.38362982456140354,0.5580127192982457,0.881,-0.44107559392354734,-0.19305820442021124,0.86,0.0037991122411368972,0.010632723502910814,2.0,0.898,0.39417456140350887,0.570772807017544,0.896,-0.4375437668326397,-0.1792626496585707,0.886,0.002899243549599182,0.010758406953327977
ARC,1000,199,5000,0.5,45,20,-0.3,0.023999999999999987,0.05,0.48727731092436977,-0.34414998187615314,0.007678698114272064,1.606,0.891,0.3840911764705883,0.5542365546218486,0.875,-0.4437400256011215,-0.19843509678902685,0.864,0.003984428671521598,0.010826050084993778,2.0,0.871,0.3954533613445379,0.5686764705882352,0.881,-0.43989809581476735,-0.1820431796738132,0.897,0.003040346273113581,0.010948386052949606
ARC,1000,199,5000,0.5,45,20,-0.3,0.024999999999999988,0.05,0.4860403225806451,-0.34638864999126334,0.007631581197188216,1.664,0.899,0.3867137096774194,0.5538221774193548,0.874,-0.4480531579141165,-0.1989199325097079,0.873,0.0037966734214927743,0.010766872776982414,2.0,0.884,0.39607459677419365,0.5652,0.876,-0.44463416649532167,-0.1871969237513137,0.904,0.0030195509492291794,0.010897530829685632
ARC,1000,199,5000,0.5,45,20,-0.3,0.02599999999999999,0.05,0.488015503875969,-0.34248505629774395,0.007509236422376842,1.617,0.909,0.3893984496124031,0.553363565891473,0.879,-0.44263847781719845,-0.1977462065925345,0.87,0.003827175994737497,0.0105736008810321,2.0,0.888,0.4002647286821706,0.5656302325581396,0.872,-0.4398410998813744,-0.1829632154000449,0.9,0.0029771656201641053,0.01072199262359964
ARC,1000,199,5000,0.5,45,20,-0.3,0.02699999999999999,0.05,0.48617910447761187,-0.3415138452454321,0.007559621127297852,1.668,0.909,0.3900850746268657,0.5513880597014925,0.885,-0.4409868473784276,-0.19228942144358813,0.87,0.003738735224693384,0.01066529825262737,2.0,0.901,0.3987996268656717,0.5621761194029851,0.89,-0.4391161139999403,-0.18024176544929998,0.902,0.0030273923369250303,0.010796605455841466
ARC,1000,199,5000,0.5,45,20,-0.3,0.027999999999999983,0.05,0.48578417266187046,-0.34115026102725776,0.007498416419679007,1.628,0.902,0.3906935251798562,0.5486597122302158,0.888,-0.44162572000909595,-0.19495073529942167,0.871,0.003823202224838432,0.010544893347545997,2.0,0.901,0.4004140287769785,0.560828417266187,0.881,-0.43884720471683375,-0.1803700347574569,0.898,0.0030092628399644443,0.010685566303497424
ARC,1000,199,5000,0.5,45,20,-0.3,0.028999999999999984,0.05,0.4874027777777778,-0.3427037269892532,0.007507895256192695,1.656,0.912,0.3945618055555556,0.5512690972222222,0.875,-0.44309283503065056,-0.19606028866099043,0.865,0.0037783708422019554,0.010565106464295641,2.0,0.9,0.40441875000000005,0.5612072916666667,0.885,-0.4403720753860911,-0.1832004053316562,0.896,0.0030359907875422837,0.010685441911220601
ARC,1000,199,5000,0.5,45,20,-0.3,0.029999999999999985,0.05,0.4845838926174497,-0.34311083033629075,0.0076067489148682055,1.666,0.896,0.3935996644295303,0.548013422818792,0.893,-0.4441621325229274,-0.19376228929548683,0.874,0.0038124549243843896,0.010687624977572524,2.0,0.875,0.40281208053691286,0.5578208053691276,0.89,-0.44197378787869,-0.18106291638742378,0.911,0.0030640249059010936,0.010822342048247051
ARC,1000,199,5000,0.5,45,20,-0.3,0.030999999999999986,0.05,0.48277272727272724,-0.34318324209665274,0.0076842071838952855,1.699,0.871,0.39422077922077925,0.5452448051948051,0.897,-0.44351170471123363,-0.19366346865272513,0.886,0.003809072040046698,0.010791618398621836,2.0,0.864,0.401848051948052,0.553961038961039,0.9,-0.4424438938237371,-0.18223677781950937,0.907,0.0031457524851986607,0.010934521900621273
ARC,1000,199,5000,0.5,45,20,-0.3,0.03199999999999998,0.05,0.48535220125786166,-0.34217802180941337,0.007490083114958448,1.655,0.889,0.3975588050314466,0.5462899371069183,0.886,-0.4444936750239391,-0.19510540897024675,0.871,0.0037646858585181435,0.0105072466315555,2.0,0.888,0.40552924528301887,0.5557018867924528,0.905,-0.44409951305366396,-0.18134082026152457,0.903,0.0030446489956174497,0.010676433370008944
ARC,1000,199,5000,0.5,45,20,-0.3,0.03299999999999998,0.05,0.4826280487804878,-0.34525178106171767,0.0077031650947899585,1.701,0.9,0.3975326219512195,0.5438695121951219,0.88,-0.4478553348775014,-0.19582242950812082,0.871,0.0038238319421934406,0.01081287943596336,2.0,0.888,0.40493719512195125,0.5518402439024389,0.891,-0.446003653927061,-0.1844879551770113,0.902,0.0031976136564235264,0.010936429790759256
ARC,1000,199,5000,0.5,45,20,-0.3,0.03399999999999998,0.05,0.4838639053254438,-0.34220801390061617,0.0076015054000486484,1.676,0.905,0.39945798816568057,0.5435434911242604,0.879,-0.4456556148757626,-0.1930760759321534,0.873,0.0038390105282603607,0.01064078974455054,2.0,0.894,0.4072718934911243,0.5529378698224853,0.889,-0.44417599141368713,-0.17926599414887745,0.91,0.0030873433404448748,0.010807103592529076
ARC,1000,199,5000,0.5,45,20,-0.3,0.03499999999999998,0.05,0.48309770114942524,-0.34212398582548836,0.007560804942917763,1.703,0.885,0.40032500000000004,0.5422586206896551,0.89,-0.44589493609876235,-0.19351935338026913,0.866,0.003795161983967974,0.010604197960526755,2.0,0.88,0.4068574712643679,0.5506195402298851,0.896,-0.44528020076255814,-0.18084141564876507,0.907,0.0031309749483724755,0.010760873249811957
ARC,1000,199,5000,0.5,45,20,-0.3,0.035999999999999976,0.05,0.48345810055865923,-0.3401989316008407,0.0075860606641940335,1.679,0.878,0.4019234636871509,0.5406938547486033,0.882,-0.44327666479128564,-0.192836349132038,0.861,0.003893083199070754,0.010600356144013074,2.0,0.873,0.4088519553072626,0.5496111731843576,0.889,-0.44243152545277853,-0.1780440741831991,0.895,0.003139380504550493,0.010765198694179176
ARC,1000,199,5000,0.5,45,20,-0.3,0.03699999999999998,0.05,0.48357608695652177,-0.34269921101028794,0.007538054823494294,1.709,0.89,0.404398097826087,0.5416157608695652,0.87,-0.4466271266037289,-0.19412564407165694,0.876,0.0037898061854372903,0.010532310444325716,2.0,0.874,0.41063831521739136,0.5492111413043479,0.879,-0.44490158689902387,-0.18130379764301924,0.903,0.0032066357638635633,0.010689399797950194
ARC,1000,199,5000,0.5,45,20,-0.3,0.03799999999999998,0.05,0.47983597883597884,-0.3460495943737604,0.007739932375989484,1.73,0.876,0.4016349206349207,0.538023544973545,0.881,-0.45075077364447835,-0.19707652095794753,0.884,0.0038469413688052025,0.010813078433175053,2.0,0.861,0.40786084656084653,0.5445272486772487,0.895,-0.4496634607966663,-0.18692991637313713,0.917,0.0032915368504092706,0.010968724598876526
ARC,1000,199,5000,0.5,45,20,-0.3,0.03899999999999998,0.05,0.48121134020618556,-0.3435475865460543,0.007607404780141183,1.736,0.891,0.4050876288659795,0.5395497422680412,0.888,-0.4489377389909579,-0.19377631595992442,0.876,0.003722929243125496,0.010643549466089593,2.0,0.889,0.41036365979381445,0.545984793814433,0.885,-0.4486824198098859,-0.18380236210533116,0.917,0.0032029267211284396,0.01079400211055139
ARC,1000,199,5000,0.5,45,20,-0.3,0.03999999999999997,0.05,0.4789045226130653,-0.34539759000581816,0.007733672981873796,1.743,0.87,0.4028761306532664,0.5361972361809044,0.899,-0.4518956588414772,-0.19472048555340682,0.889,0.003794598116632366,0.010828487313491326,2.0,0.868,0.40876482412060305,0.5427545226130653,0.909,-0.4511402115132729,-0.18465301134044312,0.921,0.003264093307339518,0.010961304755982407
ARC,1000,199,5000,0.5,45,20,-0.3,0.040999999999999974,0.05,0.4808137254901961,-0.3388420099582871,0.00754871337411191,1.739,0.879,0.40571495098039223,0.5374458333333332,0.889,-0.44326218490268127,-0.18864829944640055,0.881,0.0036870492903214075,0.010566171674786193,2.0,0.877,0.41112107843137263,0.5441779411764706,0.891,-0.4424265032139081,-0.17799365388554902,0.916,0.0031663761173443524,0.010713652249546256
ARC,1000,199,5000,0.5,45,20,-0.3,0.041999999999999975,0.05,0.4809521531100479,-0.3423094073877518,0.007613315598055547,1.714,0.867,0.4068619617224881,0.536398086124402,0.891,-0.44792224540096914,-0.1937338694035837,0.854,0.0038053671770996093,0.010619972782556136,2.0,0.872,0.41253947368421057,0.5430102870813397,0.882,-0.4472171061209469,-0.1814063158803558,0.899,0.003232728068779046,0.010780671817482386
ARC,1000,199,5000,0.5,45,20,-0.3,0.042999999999999976,0.05,0.47807009345794393,-0.3445805220958331,0.007658161012256557,1.778,0.843,0.4063231308411215,0.5338560747663552,0.886,-0.44927083528195505,-0.19484115803212734,0.88,0.0037587232014732724,0.01069632395589141,2.0,0.847,0.41052336448598137,0.5391436915887851,0.885,-0.44919184628034886,-0.18649743065006974,0.91,0.0033022550829696156,0.010829936952626969
ARC,1000,199,5000,0.5,45,20,-0.3,0.04399999999999998,0.05,0.4787260273972603,-0.33997264926756326,0.007700586142747313,1.746,0.866,0.4066858447488585,0.5347570776255708,0.895,-0.44592485526281633,-0.18885849089679374,0.886,0.0037942012819138673,0.010748274181083742,2.0,0.849,0.4120785388127854,0.5403570776255707,0.886,-0.4442851930533594,-0.1775544851114587,0.92,0.003294670619386199,0.010904662470362921
ARC,1000,199,5000,0.5,45,20,-0.3,0.04499999999999997,0.05,0.4772857142857143,-0.34718518794631614,0.007731427340953133,1.772,0.861,0.40765937500000005,0.5321183035714285,0.875,-0.4524524805507132,-0.19706356659577073,0.874,0.0037763504540091427,0.01078790500672446,2.0,0.841,0.4118796875000001,0.5367790178571429,0.88,-0.45135016922371707,-0.18861112561228652,0.902,0.003367525656575065,0.010922153172345619
ARC,1000,199,5000,0.5,45,20,-0.3,0.04599999999999997,0.05,0.47542794759825324,-0.3421078204204855,0.007761713961803388,1.776,0.825,0.40610414847161574,0.5290030567685589,0.882,-0.446451343325222,-0.19148448409947524,0.88,0.003836881914726137,0.010827281641340322,2.0,0.82,0.41028864628820966,0.5344521834061136,0.874,-0.4462095885362404,-0.1817153213962176,0.912,0.00335446017031164,0.01098032996415093
ARC,1000,199,5000,0.5,45,20,-0.3,0.04699999999999997,0.05,0.47411538461538466,-0.3472201308674846,0.007846848085943752,1.81,0.833,0.405524358974359,0.5288391025641025,0.883,-0.4528250773494919,-0.19564368190675913,0.895,0.003805743664859702,0.010964030590213227,2.0,0.827,0.4091414529914531,0.5330200854700854,0.875,-0.4516478836403579,-0.18875684801337259,0.924,0.003453108987968688,0.011089179199609748
ARC,1000,199,5000,0.5,45,20,-0.3,0.047999999999999966,0.05,0.4775983263598326,-0.3456528516749659,0.00761513406636897,1.766,0.84,0.40972907949790804,0.5309069037656904,0.889,-0.4494869189327634,-0.19840558566422622,0.868,0.0037940816901981867,0.010603128493700317,2.0,0.83,0.41389016736401674,0.5357589958158997,0.89,-0.44923951297061915,-0.18850665096859937,0.91,0.00333628999577152,0.010756936600274295
ARC,1000,199,5000,0.5,45,20,-0.3,0.04899999999999997,0.05,0.47663524590163936,-0.34165421716754507,0.007709758475023017,1.799,0.855,0.41000430327868853,0.5302250000000001,0.881,-0.4452305685674903,-0.1897959398900975,0.88,0.0037579883066018384,0.010767098072011289,2.0,0.854,0.4139813524590164,0.5345608606557378,0.87,-0.4449292523490772,-0.181492751317878,0.911,0.0033823614203643995,0.010889947162591885
